PageID,Page Title,Page Title Encoded,Keywords
630,Bluegrass_music,Bluegrass_music,"bluegrass, music, traditional, generation, band, instruments, musicians, style, songs, progressive"
631,Bluetooth,Bluetooth,"bluetooth, devices, device, power, data, use, used, phones, information, radio"
632,Boa,Boa,"boa, boas, eryx, sand, snakes, sometimes, america, north, wikipedia, red"
633,Board_game,Board_game,"games, board, game, bc, c, many, luck, earliest, player, played"
634,Boat,Boat,"boat, boats, water, one, lifeboat, ship, enlarge, air, steel, weight"
635,Bob_Dylan,Bob_Dylan,"dylan, songs, album, song, new, first, folk, tour, music, bob"
636,Bob_Marley,Bob_Marley,"marley, bob, born, jamaica, wailers, one, rita, may, album, tour"
637,Bobcat,Bobcat,"bobcat, bobcats, rufus, lynx, male, l, prey, female, may, also"
638,Body_mass_index,Body_mass_index,"kg, bmi, body, overweight, obese, mass, weight, height, underweight, index"
639,Bodyline,Bodyline,"bodyline, cricket, australian, english, england, leg, tactic, australia, jardine, larwood"
640,Boeing_747,Boeing_747,"boeing, airlines, aircraft, air, flight, service, km, passengers, airport, ft"
641,Bog,Bog,"bog, bogs, peat, also, sphagnum, ireland, used, northern, germany, called"
642,Bogotá,Bogot%C3%A1,"bogotá, city, colombia, de, park, capital, also, national, avenue, district"
643,Bohemian_Rhapsody,Bohemian_Rhapsody,"song, mercury, band, single, would, bohemian, rhapsody, queen, album, video"
644,Bohor_Reedbuck,Bohor_Reedbuck,"redunca, bohor, wikipedia, reedbuck, areas, conservation, central, males, reedbucks, live"
645,Bohrium,Bohrium,"bohrium, element, bh, name, wikipedia, chemical, elements, periodic, table, symbol"
646,Bolivia,Bolivia,"bolivia, bolivian, de, government, economic, president, la, year, paz, coca"
647,Bologna,Bologna,"bologna, city, university, san, italy, century, born, important, one, italian"
648,Boltysh_crater,Boltysh_crater,"crater, years, age, million, boltysh, impact, chicxulub, multiple, time, wikipedia"
649,Bongo_(antelope),Bongo_%28antelope%29,"bongo, bongos, horns, tragelaphus, species, eurycerus, population, central, africa, males"
650,Bonobo,Bonobo,"bonobo, bonobos, chimpanzee, common, species, females, sexual, humans, males, conservation"
651,Bontebok,Bontebok,"bontebok, pygargus, damaliscus, blesbok, wikipedia, white, cape, park, brown, males"
652,Booby,Booby,"sula, booby, fossil, genus, species, boobies, papasula, gannets, wikipedia, footed"
653,Book,Book,"books, book, century, library, made, public, paper, also, used, first"
654,Book_of_Common_Prayer,Book_of_Common_Prayer,"book, prayer, church, common, england, communion, english, use, language, service"
655,Book_of_Kells,Book_of_Kells,"book, kells, folio, page, text, gospel, gospels, pages, contains, folios"
656,Boolean_logic,Boolean_logic,"b, set, boolean, logical, may, land, lor, sets, logic, operations"
657,Borage,Borage,"borage, pepper, flower, seed, wikipedia, also, oil, coriander, black, borago"
658,Boris_Becker,Boris_Becker,"becker, wimbledon, open, singles, final, world, germany, career, indoor, titles"
659,Boron,Boron,"boron, used, boric, acid, compounds, b, per, high, k, borax"
660,Bosnia_and_Herzegovina,Bosnia_and_Herzegovina,"bosnia, herzegovina, bosnian, country, political, century, yugoslavia, war, river, part"
661,"Boston,_Massachusetts",Boston%2C_Massachusetts,"boston, city, also, massachusetts, major, team, area, one, league, centre"
662,Boston_RFC,Boston_RFC,"international, club, rugby, caps, boston, team, colours, league, super, brfc"
663,Boston_Terrier,Boston_Terrier,"boston, terrier, breed, dog, stds, terriers, white, english, bred, bull"
664,Boston_and_Lowell_Railroad,Boston_and_Lowell_Railroad,"railroad, b, line, lowell, boston, l, branch, leased, division, north"
665,Botany,Botany,"plants, plant, botany, like, life, important, also, food, studied, understand"
666,Botswana,Botswana,"botswana, africa, south, government, foreign, economic, development, world, southern, enlarge"
667,Bottlenose_Dolphin,Bottlenose_Dolphin,"dolphins, bottlenose, dolphin, species, also, two, well, fish, one, animals"
668,Boudica,Boudica,"boudica, roman, boadicea, suetonius, tacitus, queen, british, daughters, song, dio"
669,Boundary_Waters_Canoe_Area_Wilderness,Boundary_Waters_Canoe_Area_Wilderness,"bwcaw, lake, wilderness, boundary, waters, area, lakes, canoe, trail, forest"
670,Bourbonnais_train_accident,Bourbonnais_train_accident,"accident, train, grade, crossing, truck, bourbonnais, ntsb, derailed, city, new"
671,Bouvet_Island,Bouvet_Island,"island, bouvet, norwegian, south, bouvetøya, wikipedia, area, norway, zone, uninhabited"
672,Box_jellyfish,Box_jellyfish,"jellyfish, box, eyes, stings, carybdea, may, vinegar, treatment, species, chironex"
673,Boy_Scout,Boy_Scout,"scouts, scout, troop, boy, scouting, activities, troops, leadership, boys, may"
674,Boyle_Roche,Boyle_Roche,"roche, boyle, sir, kenmare, irish, house, lord, life, great, parliament"
675,Brabantian,Brabantian,"brabantian, dutch, dialects, west, area, spoken, brabant, east, speaking, dialect"
676,Brabham,Brabham,"brabham, team, formula, racing, one, car, season, cars, championship, jack"
677,Brachiosaurus,Brachiosaurus,"brachiosaurus, giraffatitan, species, b, brancai, one, jurassic, genus, known, would"
678,Brahman,Brahman,"brahman, god, one, infinite, also, supreme, form, concept, material, atman"
679,Brain,Brain,"brain, neurons, system, vertebrates, human, matter, brains, also, disease, cortex"
680,Bran,Bran,"bran, rice, also, may, contains, oat, food, oil, wikipedia, wheat"
681,Brandon_Routh,Brandon_Routh,"routh, superman, role, film, time, returns, singer, brandon, iowa, actor"
682,Brasília,Bras%C3%ADlia,"brasília, city, c, f, federal, plan, brazil, district, buildings, average"
683,Brass_instrument,Brass_instrument,"instruments, valve, valves, brass, instrument, tubing, used, one, slide, horn"
684,Bratislava,Bratislava,"bratislava, castle, town, century, city, slovak, old, danube, hungary, capital"
685,Brazil,Brazil,"brazil, brazilian, portuguese, country, rio, region, de, world, enlarge, population"
686,Bread,Bread,"bread, breads, flour, yeast, made, dough, used, leavening, also, wheat"
687,Breaker_Morant,Breaker_Morant,"morant, british, witton, boer, australian, kitchener, handcock, hunt, book, fort"
688,Bretton_Woods_system,Bretton_Woods_system,"u, system, gold, international, bretton, woods, world, economic, would, dollar"
689,Brian_Close,Brian_Close,"close, yorkshire, england, test, first, cricket, captain, runs, one, played"
690,Bridge,Bridge,"bridge, bridges, suspension, world, longest, usa, span, built, road, cable"
691,Brighton,Brighton,"brighton, hove, city, also, pier, london, including, area, beach, schools"
692,Brisbane,Brisbane,"brisbane, city, queensland, south, australia, area, central, also, river, major"
693,Bristol,Bristol,"bristol, city, county, england, centre, also, one, south, west, two"
694,British_East_India_Company,British_East_India_Company,"company, india, east, british, act, trade, flag, indian, bengal, also"
695,British_Empire,British_Empire,"british, britain, empire, war, company, world, india, new, first, trade"
696,British_English,British_English,"english, british, used, language, isles, spoken, languages, scottish, world, form"
697,British_House_of_Commons,British_House_of_Commons,"house, commons, members, parliament, lords, speaker, may, party, prime, minister"
698,British_Indian_Ocean_Territory,British_Indian_Ocean_Territory,"territory, islands, british, united, indian, ocean, military, kingdom, diego, garcia"
699,British_Isles,British_Isles,"ireland, british, isles, islands, britain, great, term, irish, united, kingdom"
700,British_Isles_(terminology),British_Isles_%28terminology%29,"ireland, british, britain, term, northern, irish, great, used, islands, island"
701,British_Virgin_Islands,British_Virgin_Islands,"islands, virgin, british, island, tortola, caribbean, around, st, main, gorda"
702,British_monarchy,British_monarchy,"monarch, england, sovereign, king, crown, however, kingdom, ireland, scotland, james"
703,Britney_Spears,Britney_Spears,"spears, one, britney, album, music, federline, pop, first, year, u"
704,Broadcasting,Broadcasting,"radio, broadcasting, may, live, television, broadcast, public, stations, recorded, broadcasters"
705,Bromine,Bromine,"bromine, br, k, bromide, liquid, used, mol, atomic, c, kj"
706,Bronze_Age,Bronze_Age,"bronze, age, bc, copper, culture, period, c, also, trade, tin"
707,Brothers_Grimm,Brothers_Grimm,"grimm, brothers, tales, german, grimms, collection, stories, first, edition, wilhelm"
708,Brown_trout,Brown_trout,"trout, brown, trutta, fish, salmo, morpha, may, sea, fario, spawning"
709,Bruce_Lee,Bruce_Lee,"lee, bruce, martial, chinese, arts, dragon, death, jeet, kune, one"
710,Bruce_Springsteen,Bruce_Springsteen,"springsteen, new, band, album, street, e, rock, jersey, song, tour"
711,Brunei,Brunei,"brunei, sultan, malay, also, darussalam, government, british, malaysia, country, small"
712,Brush,Brush,"brushes, brush, bristles, used, hair, paint, may, cleaning, bristle, mm"
713,Brussels,Brussels,"brussels, dutch, french, city, capital, region, belgium, de, also, saint"
714,Brute_force_attack,Brute_force_attack,"key, brute, force, attack, des, would, bit, possible, using, keys"
715,Bryce_Canyon_National_Park,Bryce_Canyon_National_Park,"bryce, park, canyon, national, area, enlarge, plateau, hoodoos, km, utah"
716,Btrieve,Btrieve,"btrieve, database, windows, server, file, pervasive, sql, data, version, files"
717,Bucharest,Bucharest,"bucharest, city, romanian, romania, centre, also, enlarge, national, buildings, many"
718,Buckingham_Palace,Buckingham_Palace,"palace, buckingham, queen, room, royal, state, rooms, king, house, george"
719,Buckminster_Fuller,Buckminster_Fuller,"fuller, isbn, buckminster, world, geodesic, new, design, dome, earth, life"
720,Budapest,Budapest,"budapest, born, island, city, pest, homepage, enlarge, buda, international, school"
721,Buddha,Buddha,"buddha, pali, buddhism, one, become, enlightened, nirvana, dharma, common, buddhist"
722,Buddhism,Buddhism,"buddhism, buddha, buddhist, one, mahayana, pāli, also, schools, india, path"
723,Buddhist_art,Buddhist_art,"art, buddhist, century, buddhism, buddha, ce, dynasty, asia, india, chinese"
724,Buenos_Aires,Buenos_Aires,"buenos, aires, city, de, argentina, enlarge, spanish, many, since, la"
725,Buffy_the_Vampire_Slayer,Buffy_the_Vampire_Slayer,"buffy, series, slayer, season, whedon, vampire, show, angel, first, episode"
726,Bulgaria,Bulgaria,"bulgaria, bulgarian, flag, country, sofia, republic, national, one, europe, enlarge"
727,Bull_shark,Bull_shark,"shark, bull, sharks, river, found, water, species, wikipedia, also, fish"
728,Burkina_Faso,Burkina_Faso,"burkina, faso, country, population, south, ouagadougou, north, enlarge, le, president"
729,Burundi,Burundi,"burundi, population, hutu, president, tutsi, bujumbura, government, country, region, world"
730,Bushbuck,Bushbuck,"bushbuck, wikipedia, tragelaphus, scriptus, found, forest, white, woodland, also, reach"
731,Bushpig,Bushpig,"bushpig, wikipedia, potamochoerus, larvatus, also, family, pig, africa, mainly, range"
732,Business,Business,"business, businesses, law, limited, laws, public, partnership, management, profit, may"
733,Butter,Butter,"butter, cream, milk, fat, made, butterfat, water, making, ghee, sticks"
734,Button,Button,"buttons, button, buttonhole, machine, fabric, thread, made, buttonholes, shank, called"
735,Byzantine_Empire,Byzantine_Empire,"empire, byzantine, emperor, constantinople, roman, century, john, manuel, new, eastern"
736,C++,C%2B%2B,"c, standard, language, class, features, type, programming, functions, library, object"
737,Cædmon,C%C3%A6dmon,"cædmon, bede, poem, english, one, hymn, old, text, earliest, historia"
738,Côte_d'Ivoire,C%C3%B4te_d%27Ivoire,"ivoire, côte, french, country, coast, government, ivory, population, african, president"
739,C._S._Lewis,C._S._Lewis,"lewis, c, isbn, christian, r, christianity, j, tolkien, narnia, joy"
740,CF7,CF7,"santa, unit, units, fe, cab, railway, new, f, locomotive, railroad"
741,CPU_cache,CPU_cache,"cache, virtual, data, memory, caches, address, physical, instruction, used, one"
742,CS_gas,CS_gas,"cs, gas, used, police, use, chemical, forces, mask, spray, tear"
743,Cactus,Cactus,"cacti, cactus, species, plants, also, water, many, plant, leaves, known"
744,Cadmium,Cadmium,"cadmium, zinc, used, metal, k, isotopes, half, cd, mol, life"
745,Caesar_cipher,Caesar_cipher,"caesar, cipher, shift, used, plaintext, alphabet, letter, one, ciphertext, letters"
746,Caesium,Caesium,"caesium, used, k, c, isotopes, also, metal, atomic, chemical, cs"
747,Caesium_fluoride,Caesium_fluoride,"fluoride, caesium, csf, acid, c, soluble, toxic, anhydrous, useful, ion"
748,Cai_Lun,Cai_Lun,"cai, paper, wikipedia, chinese, became, lun, papermaking, emperor, history, empress"
749,Cairo,Cairo,"cairo, city, egypt, al, also, world, university, modern, arab, nile"
750,Calcite,Calcite,"calcite, crystals, mineral, wikipedia, also, form, doubly, refracting, crystal, display"
751,Calcium,Calcium,"calcium, k, mg, carbonate, ca, also, years, number, mol, shell"
752,Calcium_chloride,Calcium_chloride,"calcium, chloride, used, g, cacl, also, water, anhydrous, c, wikipedia"
753,Calculus,Calculus,"calculus, newton, f, leibniz, x, integral, function, derivative, differential, time"
754,Calgary,Calgary,"calgary, city, also, canada, downtown, centre, population, alberta, one, park"
755,California,California,"california, state, san, population, valley, states, cities, francisco, one, united"
756,California_Southern_Railroad,California_Southern_Railroad,"california, southern, san, railroad, santa, fe, diego, pacific, cajon, pass"
757,Californium,Californium,"californium, half, neutron, element, life, syn, α, isotopes, sf, nuclear"
758,Calligraphy,Calligraphy,"calligraphy, writing, art, hand, script, century, islamic, johnston, calligraphers, written"
759,Caloris_Basin,Caloris_Basin,"caloris, basin, impact, crater, mercury, half, solar, wikipedia, photographed, also"
760,Calvin_Coolidge,Calvin_Coolidge,"coolidge, president, calvin, secretary, john, united, signed, states, g, vermont"
761,Calvin_and_Hobbes,Calvin_and_Hobbes,"calvin, hobbes, strip, watterson, strips, sunday, one, also, characters, often"
762,Camarasaurus,Camarasaurus,"camarasaurus, species, c, lizard, like, dinosaurs, skull, sauropods, large, jurassic"
763,Cambodia,Cambodia,"cambodia, khmer, country, phnom, penh, cambodian, thailand, king, government, rouge"
764,Cambrian,Cambrian,"cambrian, period, time, mya, ordovician, phyla, animals, early, fossil, precise"
765,Cambrian_explosion,Cambrian_explosion,"cambrian, explosion, animals, fossils, fossil, record, time, proterozoic, evolution, one"
766,Cambridge,Cambridge,"cambridge, city, university, also, college, centre, one, town, king, area"
767,Camel,Camel,"camel, camels, camelus, dromedary, bactrian, milk, meat, llama, dromedarius, desert"
768,Cameroon,Cameroon,"cameroon, french, republic, national, cameroun, province, africa, ahidjo, british, enlarge"
769,Canada,Canada,"canada, canadian, french, world, federal, quebec, united, government, british, minister"
770,Canada_Goose,Canada_Goose,"goose, canada, branta, canadensis, geese, species, b, cackling, hutchinsii, c"
771,Canadian_Charter_of_Rights_and_Freedoms,Canadian_Charter_of_Rights_and_Freedoms,"rights, charter, section, canadian, canada, also, government, courts, right, law"
772,Canadian_English,Canadian_English,"english, canadian, canada, american, british, used, words, term, u, french"
773,Canadian_House_of_Commons,Canadian_House_of_Commons,"house, commons, members, party, may, parliament, speaker, canada, prime, minister"
774,Canadian_Pacific_Railway,Canadian_Pacific_Railway,"cpr, railway, canadian, canada, train, pacific, cp, rail, locomotives, passenger"
775,Canadian_Senate,Canadian_Senate,"senate, senators, senator, house, canada, may, speaker, commons, prime, members"
776,Canadian_football,Canadian_football,"ball, play, line, team, football, may, field, goal, scrimmage, canadian"
777,Canal,Canal,"canal, canals, enlarge, venice, built, amsterdam, industrial, canada, wikipedia, england"
778,Canaletto,Canaletto,"canaletto, venice, painted, painting, grand, london, work, early, enlarge, england"
779,Canberra,Canberra,"canberra, national, australian, city, government, capital, australia, act, house, also"
780,Cancer,Cancer,"cancer, tumor, cells, cell, treatment, may, cancers, mutations, radiation, breast"
781,Cane_Toad,Cane_Toad,"cane, toad, toads, native, large, species, many, introduced, bufo, glands"
782,Canola,Canola,"canola, oil, rapeseed, plant, canada, field, low, acid, wikipedia, near"
783,Canterbury,Canterbury,"canterbury, city, st, kent, school, england, church, east, centre, augustine"
784,Canterbury_Cathedral,Canterbury_Cathedral,"cathedral, canterbury, st, church, buildings, north, tower, east, becket, also"
785,Canute_the_Great,Canute_the_Great,"cnut, canute, king, england, denmark, english, harald, norway, death, made"
786,Capacitance,Capacitance,"capacitance, q, c, charge, frac, measured, vec, ground, electric, law"
787,Cape_Canaveral,Cape_Canaveral,"cape, canaveral, kennedy, name, space, wikipedia, florida, united, states, centre"
788,Cape_Horn,Cape_Horn,"horn, cape, south, passage, sailing, around, route, ships, world, islands"
789,Cape_Lion,Cape_Lion,"cape, lion, lions, wikipedia, subspecies, africa, panthera, leo, melanochaitus, african"
790,Cape_Porcupine,Cape_Porcupine,"porcupine, cape, wikipedia, quills, hystrix, species, africaeaustralis, long, also, name"
791,Cape_Town,Cape_Town,"cape, town, city, south, also, africa, known, western, many, african"
792,Cape_Verde,Cape_Verde,"cape, verde, portuguese, vicente, de, islands, enlarge, island, são, verdean"
793,Capital,Capital,"capital, city, capitals, government, national, seat, state, list, political, states"
794,Capitalism,Capitalism,"capitalism, economy, economic, capitalist, production, century, world, state, market, system"
795,Capitoline_Triad,Capitoline_Triad,"jupiter, triad, capitoline, roman, mars, temple, juno, quirinus, god, minerva"
796,Captain_Marvel_(DC_Comics),Captain_Marvel_%28DC_Comics%29,"marvel, captain, comics, shazam, billy, dc, superman, fawcett, family, comic"
797,Caracas,Caracas,"caracas, de, el, avenue, city, la, bolívar, los, venezuela, parque"
798,Caratacus,Caratacus,"caratacus, british, son, britain, rome, tacitus, historical, welsh, appears, roman"
799,Caravaggio,Caravaggio,"caravaggio, rome, saint, art, canvas, oil, x, cm, work, enlarge"
800,Carbon,Carbon,"carbon, graphite, diamond, form, c, used, structure, known, k, compounds"
801,Carbon_dioxide,Carbon_dioxide,"carbon, dioxide, co, gas, ice, dry, air, oxygen, atmosphere, concentrations"
802,Carboniferous,Carboniferous,"carboniferous, marine, north, period, early, also, america, included, include, late"
803,Carcinus_maenas,Carcinus_maenas,"maenas, c, crab, north, native, range, species, crabs, carcinus, green"
804,Card_game,Card_game,"rules, card, game, games, cards, deck, players, one, player, play"
805,Cardiff,Cardiff,"cardiff, city, wales, welsh, centre, also, castle, st, south, bay"
806,Caribbean_Sea,Caribbean_Sea,"caribbean, sea, area, islands, also, coral, reefs, tropical, central, gulf"
807,Carl_Friedrich_Gauss,Carl_Friedrich_Gauss,"gauss, mathematicians, theory, mathematics, years, number, also, field, first, three"
808,Carl_G._Fisher,Carl_G._Fisher,"fisher, miami, beach, florida, carl, indianapolis, highway, built, photo, new"
809,Carl_Jung,Carl_Jung,"jung, unconscious, freud, jungian, life, one, shadow, isbn, psychology, world"
810,Carl_Lewis,Carl_Lewis,"lewis, world, long, record, jump, track, gold, olympics, olympic, would"
811,Carl_Sagan,Carl_Sagan,"sagan, award, scientific, cosmos, space, carl, science, book, also, life"
812,Carlsbad_Caverns_National_Park,Carlsbad_Caverns_National_Park,"cave, carlsbad, cavern, room, park, bats, formations, national, water, caverns"
813,Carnivore,Carnivore,"carnivores, carnivore, carnivorous, many, teeth, meat, diet, wikipedia, tiger, consume"
814,Caroline_Island,Caroline_Island,"island, caroline, islets, kiribati, islet, islands, line, land, central, south"
815,"Carolingian_Gospel_Book_(British_Library,_MS_Add._11848)",Carolingian_Gospel_Book_%28British_Library%2C_MS_Add._11848%29,"carolingian, book, century, gospel, contains, manuscript, portraits, evangelist, wikipedia, written"
816,Carolus_Linnaeus,Carolus_Linnaeus,"linnaeus, carl, carolus, linné, uppsala, von, swedish, name, university, father"
817,Carrot,Carrot,"carrots, carrot, cultivars, mg, orange, vitamin, vegetable, colour, also, often"
818,Casablanca_(film),Casablanca_%28film%29,"film, rick, casablanca, ilsa, play, laszlo, french, bogart, curtiz, renault"
819,Casimir_effect,Casimir_effect,"frac, energy, casimir, field, e, vacuum, force, plates, hbar, langle"
820,Caspian_Sea,Caspian_Sea,"sea, caspian, iran, azerbaijan, kazakhstan, turkmenistan, russia, also, lake, water"
821,Cassini-Huygens,Cassini-Huygens,"cassini, saturn, titan, spacecraft, huygens, radio, instrument, probe, moon, rings"
822,Cassowary,Cassowary,"cassowary, casuarius, cassowaries, birds, southern, new, guinea, distribution, australia, also"
823,Castra,Castra,"camp, castra, via, one, porta, base, soldiers, men, could, principalis"
824,Cat,Cat,"cat, cats, also, may, domestic, humans, one, many, enlarge, known"
825,Cat's_Eye_Nebula,Cat%27s_Eye_Nebula,"nebula, star, ngc, observations, planetary, material, may, ejected, nebulae, central"
826,Cat_Stevens,Cat_Stevens,"islam, yusuf, stevens, album, cat, peace, new, first, united, released"
827,Cataract,Cataract,"cataract, lens, cataracts, eye, surgery, capsular, syndrome, view, courtesy, human"
828,Cataract_surgery,Cataract_surgery,"cataract, lens, surgery, eye, intraocular, iol, posterior, using, may, implantation"
829,Cathedral_of_Magdeburg,Cathedral_of_Magdeburg,"cathedral, magdeburg, church, also, construction, otto, maurice, war, enlarge, emperor"
830,Catherine_Cranston,Catherine_Cranston,"tea, cranston, rooms, glasgow, room, street, mackintosh, tearooms, kate, miss"
831,Catherine_II_of_Russia,Catherine_II_of_Russia,"catherine, russia, russian, peter, ii, great, petersburg, war, paul, empress"
832,Catholic_social_teaching,Catholic_social_teaching,"social, human, pope, life, catholic, must, church, teaching, poor, rerum"
833,Cattle,Cattle,"cattle, cow, ox, bull, oxen, used, called, animals, bos, cows"
834,Cave,Cave,"caves, cave, world, also, formed, enlarge, sea, lava, found, big"
835,Cayman_Islands,Cayman_Islands,"cayman, islands, grand, government, united, governor, brac, one, island, george"
836,Celeriac,Celeriac,"celeriac, celery, used, wikipedia, group, root, apium, graveolens, also, see"
837,Celery,Celery,"celery, used, g, plant, also, seeds, apium, one, stimulant, wikipedia"
838,Celine_Dion,Celine_Dion,"dion, album, music, new, love, one, also, song, world, success"
839,Cell_(biology),Cell_%28biology%29,"cell, cells, dna, molecules, membrane, eukaryotic, rna, nucleus, called, molecule"
840,Cello,Cello,"cello, string, bow, strings, instrument, also, sound, used, cellos, violin"
841,Celtic_F.C.,Celtic_F.C.,"scotland, celtic, club, cup, youth, league, ireland, scottish, df, team"
842,Celtic_Park,Celtic_Park,"stadium, celtic, park, stand, football, club, scottish, main, cup, scotland"
843,Celtic_mythology,Celtic_mythology,"celtic, mythology, gods, god, roman, names, deities, religion, also, irish"
844,Central_African_Republic,Central_African_Republic,"central, african, french, republic, country, ubangi, car, patassé, congo, shari"
845,Central_processing_unit,Central_processing_unit,"cpu, instruction, cpus, one, instructions, clock, design, computer, program, memory"
846,Ceratopsidae,Ceratopsidae,"usa, alberta, canada, montana, ceratopsidae, horns, frills, wikipedia, triceratops, species"
847,Cereal,Cereal,"cereal, cereals, grains, grain, wheat, food, grown, rice, season, plants"
848,Cerebellum,Cerebellum,"cerebellum, cerebellar, nuclei, cells, motor, fibers, purkinje, cell, cortex, inferior"
849,Ceres_(dwarf_planet),Ceres_%28dwarf_planet%29,"ceres, planet, asteroid, km, piazzi, orbit, resolution, images, taken, symbol"
850,Cerium,Cerium,"cerium, ce, used, iv, k, oxide, days, earth, iii, also"
851,Chad,Chad,"chad, flag, republic, nigeria, central, guinea, african, chadian, oil, government"
852,Chadian-Sudanese_conflict,Chadian-Sudanese_conflict,"chad, chadian, sudanese, sudan, government, refugees, darfur, rebels, rebel, conflict"
853,Chaffinch,Chaffinch,"chaffinch, finch, song, bird, species, male, wikipedia, f, coelebs, finching"
854,Channel_Islands,Channel_Islands,"islands, jersey, channel, guernsey, uk, british, part, bailiwick, alderney, french"
855,Charlemagne,Charlemagne,"charlemagne, charles, pippin, king, pope, frankish, emperor, roman, empire, franks"
856,Charles_Babbage,Charles_Babbage,"babbage, engine, difference, charles, born, died, analytical, computer, mechanical, cambridge"
857,Charles_Darwin,Charles_Darwin,"darwin, species, charles, theory, natural, selection, beagle, ideas, evolution, scientific"
858,Charles_Dickens,Charles_Dickens,"dickens, house, charles, also, novels, life, novel, little, characters, social"
859,Charles_Etienne_Brasseur_de_Bourbourg,Charles_Etienne_Brasseur_de_Bourbourg,"de, bourbourg, brasseur, landa, paris, maya, codex, et, later, des"
860,Charles_II_of_England,Charles_II_of_England,"charles, ii, england, duke, king, parliament, james, scotland, great, de"
861,Charles_I_of_England,Charles_I_of_England,"charles, parliament, king, england, war, james, ii, house, scotland, duke"
862,Charles_Sumner,Charles_Sumner,"sumner, senate, war, civil, law, slavery, charles, american, massachusetts, south"
863,"Charles_V,_Holy_Roman_Emperor",Charles_V%2C_Holy_Roman_Emperor,"charles, holy, roman, emperor, francis, v, ii, spain, philip, also"
864,Charlie_Chaplin,Charlie_Chaplin,"chaplin, film, films, first, one, charlie, life, also, great, later"
865,Charlotte's_Web,Charlotte%27s_Web,"charlotte, web, wilbur, book, film, wikipedia, children, arable, version, pictures"
866,Chartism,Chartism,"chartist, movement, working, connor, chartists, parliament, chartism, people, class, reform"
867,Che_Guevara,Che_Guevara,"guevara, cuba, che, castro, cuban, la, bolivia, guerrilla, congo, revolutionary"
868,Cheers,Cheers,"cheers, show, sam, series, season, bar, episode, frasier, also, emmy"
869,Cheese,Cheese,"cheese, cheeses, milk, flag, made, curd, rennet, also, bacteria, food"
870,Cheetah,Cheetah,"cheetah, cheetahs, species, spots, acinonyx, africa, fur, also, jubatus, cubs"
871,Chelsea_F.C.,Chelsea_F.C.,"chelsea, club, england, team, league, cup, football, first, colours, bridge"
872,Chemical_element,Chemical_element,"elements, element, chemical, atomic, used, number, symbols, also, atoms, example"
873,Chemical_synapse,Chemical_synapse,"synaptic, synapses, synapse, chemical, neurotransmitter, post, potential, cell, cells, neuron"
874,Chemistry,Chemistry,"chemistry, chemical, alchemy, atoms, energy, matter, molecular, molecules, substances, elements"
875,Chennai,Chennai,"chennai, city, tamil, madras, india, college, also, nadu, south, major"
876,Chepstow_Bridge,Chepstow_Bridge,"bridge, brunel, chepstow, chains, box, stephenson, conwy, girder, railway, great"
877,Chernobyl_disaster,Chernobyl_disaster,"reactor, chernobyl, accident, power, cancer, radioactive, report, radiation, water, plant"
878,Chess,Chess,"chess, pieces, one, game, player, two, king, move, piece, world"
879,Chester_A._Arthur,Chester_A._Arthur,"arthur, president, new, york, garfield, office, chester, political, presidency, party"
880,Chestnut,Chestnut,"chestnut, castanea, chestnuts, also, used, sweet, species, nuts, american, trees"
881,Chew_Magna,Chew_Magna,"chew, england, house, images, magna, village, church, school, listed, grade"
882,Chew_Stoke,Chew_Stoke,"chew, village, stoke, church, valley, south, area, school, century, north"
883,Chew_Valley,Chew_Valley,"valley, chew, area, many, around, south, lake, also, north, somerset"
884,Chew_Valley_Lake,Chew_Valley_Lake,"lake, chew, water, area, valley, bristol, also, large, sailing, around"
885,Chicago,Chicago,"chicago, city, side, south, north, park, also, university, population, area"
886,Chicago_Bears,Chicago_Bears,"bears, team, nfl, united, states, chicago, halas, season, george, club"
887,Chicago_and_North_Western_Railway,Chicago_and_North_Western_Railway,"chicago, western, north, railroad, railway, cnw, union, iowa, cities, twin"
888,Chicken,Chicken,"chicken, chickens, eggs, hen, birds, rooster, hens, egg, also, bird"
889,Child,Child,"child, development, age, ages, human, children, wikipedia, also, see, enlarge"
890,Children's_Crusade,Children%27s_Crusade,"children, crusade, poor, people, sources, first, france, many, two, later"
891,Children's_rights_movement,Children%27s_rights_movement,"children, rights, child, movement, labor, work, wikipedia, adults, become, europe"
892,Chile,Chile,"chile, chilean, countries, latin, america, first, years, trade, also, president"
893,Chiltern_Hills,Chiltern_Hills,"chiltern, river, chilterns, hills, area, wikipedia, near, also, hill, wendover"
894,Chimpanzee,Chimpanzee,"chimpanzees, chimpanzee, humans, pan, human, species, language, common, genus, behaviour"
895,China,China,"china, chinese, dynasty, roc, world, prc, many, republic, one, war"
896,Chinese_Rites_controversy,Chinese_Rites_controversy,"chinese, china, allowed, emperor, catholic, xi, kangxi, worship, jesuits, rites"
897,Chinese_language,Chinese_language,"chinese, mandarin, language, china, languages, characters, words, spoken, used, written"
898,Chinyingi,Chinyingi,"chinyingi, bridge, mission, hospital, wikipedia, zambezi, baleri, suspension, zambia, river"
899,Chives,Chives,"chives, also, allium, used, flowers, species, cm, schoenoprasum, culinary, uses"
900,Chlorine,Chlorine,"chlorine, cl, chloride, sodium, water, gas, used, k, electrolysis, also"
901,Chocolate,Chocolate,"chocolate, cocoa, dark, milk, butter, cacao, beans, one, c, different"
