PageID,Page Title,Page Title Encoded,Keywords
,Capital,Capital,"capital, city, capitals, government, national, seat, state, list, political, states"
,Capitalism,Capitalism,"capitalism, economy, economic, capitalist, production, century, world, state, market, system"
,Capitoline_Triad,Capitoline_Triad,"jupiter, triad, capitoline, roman, mars, temple, juno, quirinus, god, minerva"
,Captain_Marvel_(DC_Comics),Captain_Marvel_%28DC_Comics%29,"marvel, captain, comics, shazam, billy, dc, superman, fawcett, family, comic"
,Caracas,Caracas,"caracas, de, el, avenue, city, la, bolívar, los, venezuela, parque"
,Caratacus,Caratacus,"caratacus, british, son, britain, rome, tacitus, historical, welsh, appears, roman"
,Caravaggio,Caravaggio,"caravaggio, rome, saint, art, canvas, oil, x, cm, work, enlarge"
,Carbon,Carbon,"carbon, graphite, diamond, form, c, used, structure, known, k, compounds"
,Carbon_dioxide,Carbon_dioxide,"carbon, dioxide, co, gas, ice, dry, air, oxygen, atmosphere, concentrations"
,Carboniferous,Carboniferous,"carboniferous, marine, north, period, early, also, america, included, include, late"
,Carcinus_maenas,Carcinus_maenas,"maenas, c, crab, north, native, range, species, crabs, carcinus, green"
,Card_game,Card_game,"rules, card, game, games, cards, deck, players, one, player, play"
,Cardiff,Cardiff,"cardiff, city, wales, welsh, centre, also, castle, st, south, bay"
,Caribbean_Sea,Caribbean_Sea,"caribbean, sea, area, islands, also, coral, reefs, tropical, central, gulf"
,Carl_Friedrich_Gauss,Carl_Friedrich_Gauss,"gauss, mathematicians, theory, mathematics, years, number, also, field, first, three"
,Carl_G._Fisher,Carl_G._Fisher,"fisher, miami, beach, florida, carl, indianapolis, highway, built, photo, new"
,Carl_Jung,Carl_Jung,"jung, unconscious, freud, jungian, life, one, shadow, isbn, psychology, world"
,Carl_Lewis,Carl_Lewis,"lewis, world, long, record, jump, track, gold, olympics, olympic, would"
,Carl_Sagan,Carl_Sagan,"sagan, award, scientific, cosmos, space, carl, science, book, also, life"
,Carlsbad_Caverns_National_Park,Carlsbad_Caverns_National_Park,"cave, carlsbad, cavern, room, park, bats, formations, national, water, caverns"
,Carnivore,Carnivore,"carnivores, carnivore, carnivorous, many, teeth, meat, diet, wikipedia, tiger, consume"
,Caroline_Island,Caroline_Island,"island, caroline, islets, kiribati, islet, islands, line, land, central, south"
,"Carolingian_Gospel_Book_(British_Library,_MS_Add._11848)",Carolingian_Gospel_Book_%28British_Library%2C_MS_Add._11848%29,"carolingian, book, century, gospel, contains, manuscript, portraits, evangelist, wikipedia, written"
,Carolus_Linnaeus,Carolus_Linnaeus,"linnaeus, carl, carolus, linné, uppsala, von, swedish, name, university, father"
,Carrot,Carrot,"carrots, carrot, cultivars, mg, orange, vitamin, vegetable, colour, also, often"
,Casablanca_(film),Casablanca_%28film%29,"film, rick, casablanca, ilsa, play, laszlo, french, bogart, curtiz, renault"
,Casimir_effect,Casimir_effect,"frac, energy, casimir, field, e, vacuum, force, plates, hbar, langle"
,Caspian_Sea,Caspian_Sea,"sea, caspian, iran, azerbaijan, kazakhstan, turkmenistan, russia, also, lake, water"
,Cassini-Huygens,Cassini-Huygens,"cassini, saturn, titan, spacecraft, huygens, radio, instrument, probe, moon, rings"
,Cassowary,Cassowary,"cassowary, casuarius, cassowaries, birds, southern, new, guinea, distribution, australia, also"
,Castra,Castra,"camp, castra, via, one, porta, base, soldiers, men, could, principalis"
,Cat,Cat,"cat, cats, also, may, domestic, humans, one, many, enlarge, known"
,Cat's_Eye_Nebula,Cat%27s_Eye_Nebula,"nebula, star, ngc, observations, planetary, material, may, ejected, nebulae, central"
,Cat_Stevens,Cat_Stevens,"islam, yusuf, stevens, album, cat, peace, new, first, united, released"
,Cataract,Cataract,"cataract, lens, cataracts, eye, surgery, capsular, syndrome, view, courtesy, human"
,Cataract_surgery,Cataract_surgery,"cataract, lens, surgery, eye, intraocular, iol, posterior, using, may, implantation"
,Cathedral_of_Magdeburg,Cathedral_of_Magdeburg,"cathedral, magdeburg, church, also, construction, otto, maurice, war, enlarge, emperor"
,Catherine_Cranston,Catherine_Cranston,"tea, cranston, rooms, glasgow, room, street, mackintosh, tearooms, kate, miss"
,Catherine_II_of_Russia,Catherine_II_of_Russia,"catherine, russia, russian, peter, ii, great, petersburg, war, paul, empress"
,Catholic_social_teaching,Catholic_social_teaching,"social, human, pope, life, catholic, must, church, teaching, poor, rerum"
,Cattle,Cattle,"cattle, cow, ox, bull, oxen, used, called, animals, bos, cows"
,Cave,Cave,"caves, cave, world, also, formed, enlarge, sea, lava, found, big"
,Cayman_Islands,Cayman_Islands,"cayman, islands, grand, government, united, governor, brac, one, island, george"
,Celeriac,Celeriac,"celeriac, celery, used, wikipedia, group, root, apium, graveolens, also, see"
,Celery,Celery,"celery, used, g, plant, also, seeds, apium, one, stimulant, wikipedia"
,Celine_Dion,Celine_Dion,"dion, album, music, new, love, one, also, song, world, success"
,Cell_(biology),Cell_%28biology%29,"cell, cells, dna, molecules, membrane, eukaryotic, rna, nucleus, called, molecule"
,Cello,Cello,"cello, string, bow, strings, instrument, also, sound, used, cellos, violin"
,Celtic_F.C.,Celtic_F.C.,"scotland, celtic, club, cup, youth, league, ireland, scottish, df, team"
,Celtic_Park,Celtic_Park,"stadium, celtic, park, stand, football, club, scottish, main, cup, scotland"
,Celtic_mythology,Celtic_mythology,"celtic, mythology, gods, god, roman, names, deities, religion, also, irish"
,Central_African_Republic,Central_African_Republic,"central, african, french, republic, country, ubangi, car, patassé, congo, shari"
,Central_processing_unit,Central_processing_unit,"cpu, instruction, cpus, one, instructions, clock, design, computer, program, memory"
,Ceratopsidae,Ceratopsidae,"usa, alberta, canada, montana, ceratopsidae, horns, frills, wikipedia, triceratops, species"
,Cereal,Cereal,"cereal, cereals, grains, grain, wheat, food, grown, rice, season, plants"
,Cerebellum,Cerebellum,"cerebellum, cerebellar, nuclei, cells, motor, fibers, purkinje, cell, cortex, inferior"
,Ceres_(dwarf_planet),Ceres_%28dwarf_planet%29,"ceres, planet, asteroid, km, piazzi, orbit, resolution, images, taken, symbol"
,Cerium,Cerium,"cerium, ce, used, iv, k, oxide, days, earth, iii, also"
,Chad,Chad,"chad, flag, republic, nigeria, central, guinea, african, chadian, oil, government"
,Chadian-Sudanese_conflict,Chadian-Sudanese_conflict,"chad, chadian, sudanese, sudan, government, refugees, darfur, rebels, rebel, conflict"
,Chaffinch,Chaffinch,"chaffinch, finch, song, bird, species, male, wikipedia, f, coelebs, finching"
,Channel_Islands,Channel_Islands,"islands, jersey, channel, guernsey, uk, british, part, bailiwick, alderney, french"
,Charlemagne,Charlemagne,"charlemagne, charles, pippin, king, pope, frankish, emperor, roman, empire, franks"
,Charles_Babbage,Charles_Babbage,"babbage, engine, difference, charles, born, died, analytical, computer, mechanical, cambridge"
,Charles_Darwin,Charles_Darwin,"darwin, species, charles, theory, natural, selection, beagle, ideas, evolution, scientific"
,Charles_Dickens,Charles_Dickens,"dickens, house, charles, also, novels, life, novel, little, characters, social"
,Charles_Etienne_Brasseur_de_Bourbourg,Charles_Etienne_Brasseur_de_Bourbourg,"de, bourbourg, brasseur, landa, paris, maya, codex, et, later, des"
,Charles_II_of_England,Charles_II_of_England,"charles, ii, england, duke, king, parliament, james, scotland, great, de"
,Charles_I_of_England,Charles_I_of_England,"charles, parliament, king, england, war, james, ii, house, scotland, duke"
,Charles_Sumner,Charles_Sumner,"sumner, senate, war, civil, law, slavery, charles, american, massachusetts, south"
,"Charles_V,_Holy_Roman_Emperor",Charles_V%2C_Holy_Roman_Emperor,"charles, holy, roman, emperor, francis, v, ii, spain, philip, also"
,Charlie_Chaplin,Charlie_Chaplin,"chaplin, film, films, first, one, charlie, life, also, great, later"
,Charlotte's_Web,Charlotte%27s_Web,"charlotte, web, wilbur, book, film, wikipedia, children, arable, version, pictures"
,Chartism,Chartism,"chartist, movement, working, connor, chartists, parliament, chartism, people, class, reform"
,Che_Guevara,Che_Guevara,"guevara, cuba, che, castro, cuban, la, bolivia, guerrilla, congo, revolutionary"
,Cheers,Cheers,"cheers, show, sam, series, season, bar, episode, frasier, also, emmy"
,Cheese,Cheese,"cheese, cheeses, milk, flag, made, curd, rennet, also, bacteria, food"
,Cheetah,Cheetah,"cheetah, cheetahs, species, spots, acinonyx, africa, fur, also, jubatus, cubs"
,Chelsea_F.C.,Chelsea_F.C.,"chelsea, club, england, team, league, cup, football, first, colours, bridge"
,Chemical_element,Chemical_element,"elements, element, chemical, atomic, used, number, symbols, also, atoms, example"
,Chemical_synapse,Chemical_synapse,"synaptic, synapses, synapse, chemical, neurotransmitter, post, potential, cell, cells, neuron"
,Chemistry,Chemistry,"chemistry, chemical, alchemy, atoms, energy, matter, molecular, molecules, substances, elements"
,Chennai,Chennai,"chennai, city, tamil, madras, india, college, also, nadu, south, major"
,Chepstow_Bridge,Chepstow_Bridge,"bridge, brunel, chepstow, chains, box, stephenson, conwy, girder, railway, great"
,Chernobyl_disaster,Chernobyl_disaster,"reactor, chernobyl, accident, power, cancer, radioactive, report, radiation, water, plant"
,Chess,Chess,"chess, pieces, one, game, player, two, king, move, piece, world"
,Chester_A._Arthur,Chester_A._Arthur,"arthur, president, new, york, garfield, office, chester, political, presidency, party"
,Chestnut,Chestnut,"chestnut, castanea, chestnuts, also, used, sweet, species, nuts, american, trees"
,Chew_Magna,Chew_Magna,"chew, england, house, images, magna, village, church, school, listed, grade"
,Chew_Stoke,Chew_Stoke,"chew, village, stoke, church, valley, south, area, school, century, north"
,Chew_Valley,Chew_Valley,"valley, chew, area, many, around, south, lake, also, north, somerset"
,Chew_Valley_Lake,Chew_Valley_Lake,"lake, chew, water, area, valley, bristol, also, large, sailing, around"
,Chicago,Chicago,"chicago, city, side, south, north, park, also, university, population, area"
,Chicago_Bears,Chicago_Bears,"bears, team, nfl, united, states, chicago, halas, season, george, club"
,Chicago_and_North_Western_Railway,Chicago_and_North_Western_Railway,"chicago, western, north, railroad, railway, cnw, union, iowa, cities, twin"
,Chicken,Chicken,"chicken, chickens, eggs, hen, birds, rooster, hens, egg, also, bird"
,Child,Child,"child, development, age, ages, human, children, wikipedia, also, see, enlarge"
,Children's_Crusade,Children%27s_Crusade,"children, crusade, poor, people, sources, first, france, many, two, later"
,Children's_rights_movement,Children%27s_rights_movement,"children, rights, child, movement, labor, work, wikipedia, adults, become, europe"
,Chile,Chile,"chile, chilean, countries, latin, america, first, years, trade, also, president"
,Chiltern_Hills,Chiltern_Hills,"chiltern, river, chilterns, hills, area, wikipedia, near, also, hill, wendover"
,Chimpanzee,Chimpanzee,"chimpanzees, chimpanzee, humans, pan, human, species, language, common, genus, behaviour"
,China,China,"china, chinese, dynasty, roc, world, prc, many, republic, one, war"
,Chinese_Rites_controversy,Chinese_Rites_controversy,"chinese, china, allowed, emperor, catholic, xi, kangxi, worship, jesuits, rites"
,Chinese_language,Chinese_language,"chinese, mandarin, language, china, languages, characters, words, spoken, used, written"
,Chinyingi,Chinyingi,"chinyingi, bridge, mission, hospital, wikipedia, zambezi, baleri, suspension, zambia, river"
,Chives,Chives,"chives, also, allium, used, flowers, species, cm, schoenoprasum, culinary, uses"
,Chlorine,Chlorine,"chlorine, cl, chloride, sodium, water, gas, used, k, electrolysis, also"
,Chocolate,Chocolate,"chocolate, cocoa, dark, milk, butter, cacao, beans, one, c, different"
,Chola_dynasty,Chola_dynasty,"chola, cholas, tamil, literature, period, early, dynasty, rajaraja, rajendra, kulothunga"
,Cholera,Cholera,"cholera, water, cholerae, bacteria, v, india, europe, spread, proteins, intestinal"
,Chordate,Chordate,"class, fish, vertebrates, paleozoic, chordata, classes, subphylum, finned, reptiles, animals"
,Chris_Evert,Chris_Evert,"evert, open, navratilova, w, tennis, french, u, wimbledon, martina, sf"
,Christian_Bale,Christian_Bale,"bale, batman, film, role, character, us, one, novel, american, cast"
,Christian_monasticism,Christian_monasticism,"monastic, monasticism, life, monks, monasteries, saint, monastery, founded, also, community"
,Christianity,Christianity,"jesus, christian, christianity, church, christians, god, christ, holy, churches, believe"
,Christina_Aguilera,Christina_Aguilera,"aguilera, album, pop, tour, best, stripped, christina, also, new, u"
,Christmas_Island,Christmas_Island,"island, christmas, australian, australia, government, species, flying, fish, territory, cove"
,Christopher_Columbus,Christopher_Columbus,"columbus, voyage, new, spain, islands, santa, first, one, enlarge, de"
,Christopher_Wren,Christopher_Wren,"wren, design, st, paul, architecture, royal, however, cathedral, great, society"
,Chromatic_aberration,Chromatic_aberration,"aberration, chromatic, lens, wavelengths, focal, different, optical, doublet, light, length"
,Chromatophore,Chromatophore,"colour, chromatophores, pigment, chromatophore, melanophores, light, cells, cell, fish, change"
,Chromium,Chromium,"chromium, cr, used, compounds, k, oxide, mol, half, stable, metal"
,Church_of_England,Church_of_England,"church, england, bishops, canterbury, clergy, churches, communion, diocese, bishop, anglican"
,Church_of_Ireland,Church_of_Ireland,"church, ireland, irish, archbishop, rev, first, dublin, former, house, anglican"
,Cicely,Cicely,"cicely, wikipedia, myrrhis, herb, see, odorata, mm, used, article, family"
,Cider,Cider,"cider, apple, made, drink, traditional, juice, alcoholic, ciders, often, apples"
,Cinema_of_the_United_States,Cinema_of_the_United_States,"films, cinema, film, made, hollywood, studios, movies, american, new, studio"
,Citizen_Kane,Citizen_Kane,"kane, film, welles, citizen, scene, one, orson, best, also, time"
,Citizenship,Citizenship,"citizenship, political, citizen, citizens, commonwealth, rights, state, also, one, national"
,Citrus,Citrus,"citrus, c, lime, orange, lemon, fruit, fruits, species, also, hybrids"
,City,City,"city, cities, town, population, urban, new, world, often, area, towns"
,City_status_in_the_United_Kingdom,City_status_in_the_United_Kingdom,"city, status, lord, cathedral, cities, note, mayor, letters, patent, borough"
,Civil_War_token,Civil_War_token,"tokens, civil, war, one, patriotic, r, token, store, cent, lindenmueller"
,Civil_rights,Civil_rights,"rights, right, civil, state, b, human, power, liberty, legal, laws"
,Civil_society,Civil_society,"society, civil, political, state, organizations, politics, institutions, community, organisations, social"
,Civilization,Civilization,"civilization, civilizations, bc, world, cities, first, society, also, around, people"
,Civilization_(computer_game),Civilization_%28computer_game%29,"game, civilization, meier, games, computer, sid, player, time, also, new"
,Clarinet,Clarinet,"clarinet, clarinets, instrument, system, tone, keys, b, c, instruments, soprano"
,Classic_female_blues,Classic_female_blues,"blues, smith, black, bessie, recorded, first, songs, spivey, record, song"
,Claude_Lévi-Strauss,Claude_L%C3%A9vi-Strauss,"strauss, lévi, social, one, french, anthropology, father, son, human, work"
,Claude_Monet,Claude_Monet,"monet, painted, claude, impression, paris, first, also, painting, le, series"
,Claudius,Claudius,"claudius, emperor, nero, augustus, also, tiberius, many, senate, reign, caligula"
,Clay,Clay,"clay, clays, minerals, wikipedia, made, group, formed, chemical, used, see"
,Cleopatra_VII,Cleopatra_VII,"cleopatra, caesar, bc, ptolemy, antony, egypt, death, caesarion, father, one"
,Cleopatra_VII_of_Egypt,Cleopatra_VII_of_Egypt,"cleopatra, caesar, ptolemy, bc, antony, egypt, death, caesarion, father, octavian"
,"Cleveland,_Ohio",Cleveland%2C_Ohio,"cleveland, city, ohio, downtown, cuyahoga, also, university, lake, river, area"
,Clifton_Suspension_Bridge,Clifton_Suspension_Bridge,"bridge, clifton, suspension, bristol, brunel, ft, design, stone, wikipedia, within"
,Climate,Climate,"climate, temperature, weather, cat, indices, years, wikipedia, change, variables, atmospheric"
,Climate_change,Climate_change,"climate, change, variations, ice, years, earth, changes, also, last, temperature"
,Clock,Clock,"clock, clocks, time, used, hour, also, digital, use, display, power"
,Clone_Wars_(Star_Wars),Clone_Wars_%28Star_Wars%29,"wars, clone, republic, star, jedi, war, sith, palpatine, battle, revenge"
,Clothing,Clothing,"clothing, wear, may, many, cloth, western, body, fashion, also, people"
,Cloud,Cloud,"clouds, cloud, droplets, water, air, ice, cumulonimbus, enlarge, crystals, may"
,Coal,Coal,"coal, carbon, fuel, used, also, process, oil, gas, production, power"
,Coal_Tit,Coal_Tit,"tit, ater, coal, periparus, p, white, wikipedia, species, black, tits"
,Cobalt,Cobalt,"cobalt, k, also, used, co, half, mol, isotopes, life, found"
,Coccinellidae,Coccinellidae,"lady, beetle, coccinellids, ladybird, stage, coccinellidae, insects, see, species, coccinellid"
,Cochineal,Cochineal,"cochineal, dye, insects, cacti, insect, used, carmine, cochineals, host, opuntia"
,Cockatiel,Cockatiel,"cockatiel, cockatiels, mutations, crest, female, nymphicus, species, hollandicus, cockatoos, feathers"
,Cocoa,Cocoa,"cocoa, chocolate, cacao, powder, beans, world, used, production, seeds, butter"
,Coconut,Coconut,"coconut, used, coconuts, palm, also, tree, water, husk, fruit, enlarge"
,Coconut_crab,Coconut_crab,"coconut, crab, crabs, also, islands, water, hermit, coconuts, use, however"
,Coconut_oil,Coconut_oil,"oil, coconut, used, study, saturated, also, acid, fuel, fatty, refined"
,Cocos_(Keeling)_Islands,Cocos_%28Keeling%29_Islands,"islands, island, keeling, cocos, pulo, australia, west, also, one, two"
,Cod,Cod,"cod, species, fish, gadus, family, also, names, atlantic, order, genus"
,Code_of_Hammurabi,Code_of_Hammurabi,"shall, man, code, one, laws, hammurabi, bc, wife, another, pay"
,Coffee,Coffee,"coffee, beans, arabica, roasted, robusta, also, many, water, coffea, enlarge"
,Coin,Coin,"coins, coin, value, one, money, see, silver, metal, two, side"
,Cold_War,Cold_War,"u, war, soviet, cold, world, union, lafeber, truman, europe, states"
,Colditz_Castle,Colditz_Castle,"colditz, castle, escape, french, prisoners, officers, british, escaped, lieutenant, war"
,Colima_(volcano),Colima_%28volcano%29,"volcano, colima, km, years, eruption, area, wikipedia, within, miles, de"
,Collapse_of_the_World_Trade_Center,Collapse_of_the_World_Trade_Center,"collapse, wtc, columns, towers, tower, floors, impact, buildings, nist, would"
,Colley_Cibber,Colley_Cibber,"cibber, pope, actor, comedy, stage, love, drury, lane, husband, first"
,Cologne,Cologne,"cologne, city, german, since, germany, war, cathedral, one, rhine, population"
,Colombia,Colombia,"colombia, country, de, la, also, population, colombian, capital, bogotá, president"
,Colombo,Colombo,"colombo, city, sri, area, fort, lanka, era, enlarge, also, known"
,Color,Color,"colour, light, colors, color, different, green, red, blue, wavelengths, cones"
,Color_Graphics_Adapter,Color_Graphics_Adapter,"cga, colour, graphics, mode, colors, could, text, character, display, ibm"
,Color_blindness,Color_blindness,"colour, red, blindness, green, vision, color, cone, normal, one, blue"
,Colorado_River,Colorado_River,"river, colorado, dam, canyon, grand, water, feet, utah, border, arizona"
,Colossus_of_Rhodes,Colossus_of_Rhodes,"colossus, rhodes, statue, harbour, land, bc, demetrius, construction, stood, greek"
,Columba,Columba,"columba, saint, iona, scotland, king, picts, ireland, also, vita, wikipedia"
,Columbia_River,Columbia_River,"river, columbia, basin, washington, oregon, pacific, dams, lake, states, water"
,Columbine_High_School_massacre,Columbine_High_School_massacre,"harris, klebold, school, shot, library, students, shooting, began, shooters, columbine"
,"Columbus,_Ohio",Columbus%2C_Ohio,"columbus, ohio, city, downtown, state, north, area, located, home, centre"
,Comet,Comet,"comet, comets, orbits, orbit, sun, solar, discovered, halley, planets, earth"
,Comet_Hale-Bopp,Comet_Hale-Bopp,"comet, hale, bopp, tail, nucleus, comets, sun, distance, sodium, perihelion"
,Comet_Halley,Comet_Halley,"comet, halley, perihelion, first, appearance, space, march, may, comets, see"
,Comet_Hyakutake,Comet_Hyakutake,"comet, hyakutake, earth, tail, solar, perihelion, seen, x, sun, time"
,Comet_Shoemaker-Levy_9,Comet_Shoemaker-Levy_9,"jupiter, impact, comet, impacts, planet, astronomers, fragment, would, earth, levy"
,Comet_White-Ortiz-Bolelli,Comet_White-Ortiz-Bolelli,"comet, ortiz, may, bolelli, kreutz, white, sungrazers, wikipedia, member, first"
,Comics,Comics,"comics, comic, awards, art, work, form, strips, term, book, also"
,Comma_Johanneum,Comma_Johanneum,"comma, john, one, erasmus, century, edition, church, translations, greek, three"
,Commodore_64,Commodore_64,"commodore, vic, ii, technology, sound, computer, mos, game, used, kb"
,Common_Basilisk,Common_Basilisk,"basiliscus, run, basilisk, wikipedia, basilisks, reptiles, fish, lizard, cm, feet"
,Common_Cuckoo,Common_Cuckoo,"cuckoo, reed, eggs, common, warblers, warbler, nest, female, chick, egg"
,Common_Eider,Common_Eider,"eider, common, north, birds, adult, species, plumage, wikipedia, mollissima, large"
,Common_Eland,Common_Eland,"eland, common, wikipedia, taurotragus, name, oryx, males, dutch, conservation, genus"
,Common_Hazel,Common_Hazel,"hazel, hazelnut, common, hazelnuts, g, nut, mg, corylus, used, production"
,Common_Pheasant,Common_Pheasant,"pheasant, common, birds, often, ring, wikipedia, female, male, colchicus, cock"
,Common_Tern,Common_Tern,"tern, common, arctic, sterna, terns, wikipedia, roseate, species, hirundo, unlike"
,Common_agouti,Common_agouti,"agouti, dasyprocta, species, agoutis, wikipedia, genus, related, leporina, may, common"
,Common_cold,Common_cold,"cold, common, infection, zinc, symptoms, colds, virus, nasal, days, also"
,Common_sage,Common_sage,"sage, also, common, cultivar, salvia, species, wikipedia, related, leaves, garden"
,Commonwealth_Games,Commonwealth_Games,"flag, games, commonwealth, british, empire, new, canada, also, zealand, australia"
,Communication,Communication,"communication, language, animal, plant, many, human, languages, form, symbols, communicate"
,Communism,Communism,"communist, communism, soviet, marx, party, parties, world, union, new, society"
,Community,Community,"community, communities, group, social, people, sense, building, common, local, individual"
,Comoros,Comoros,"comoros, islands, president, french, france, union, mayotte, government, also, abdallah"
,Compact_Disc,Compact_Disc,"cd, disc, audio, compact, data, discs, philips, mm, bit, r"
,Company_(law),Company_%28law%29,"company, companies, jurisdictions, members, formed, shareholders, many, shares, corporate, rights"
,Compsognathus,Compsognathus,"compsognathus, jurassic, park, oxford, university, museum, natural, history, feathers, known"
,Computational_chemistry,Computational_chemistry,"methods, energy, n, chemistry, molecular, computational, structure, molecules, empirical, chemical"
,Computer,Computer,"computer, computers, program, memory, instructions, may, used, one, devices, programs"
,Computer_and_video_games,Computer_and_video_games,"games, game, video, computer, player, entertainment, also, players, console, nintendo"
,Computer_programming,Computer_programming,"programming, language, c, languages, used, programs, developed, object, computer, software"
,Computer_science,Computer_science,"computer, science, theory, computing, algorithms, programming, systems, engineering, computation, software"
,Conakry,Conakry,"conakry, city, guinea, wikipedia, centre, also, port, west, attractions, district"
,Concorde,Concorde,"concorde, aircraft, flight, air, france, british, g, supersonic, new, mach"
,Condoleezza_Rice,Condoleezza_Rice,"rice, secretary, state, israel, united, president, bush, also, states, north"
,Conflict,Conflict,"conflict, one, values, conflicts, outcomes, emotions, two, may, parties, party"
,Confucianism,Confucianism,"confucianism, confucius, chinese, confucian, system, people, religion, analects, used, china"
,Confucius,Confucius,"confucius, one, chinese, name, china, life, kong, confucianism, dynasty, years"
,Congo_River,Congo_River,"river, congo, republic, africa, second, falls, pool, wikipedia, mouth, largest"
,Consolation_of_Philosophy,Consolation_of_Philosophy,"boethius, philosophy, consolation, middle, work, ages, book, lady, tale, nature"
,Constantine_I,Constantine_I,"constantine, emperor, roman, empire, christian, maximian, death, licinius, augustus, constantius"
,Constantine_II_of_Scotland,Constantine_II_of_Scotland,"causantín, mac, athelstan, kings, alba, died, son, sihtric, king, reign"
,"Constitution_of_May_3,_1791",Constitution_of_May_3%2C_1791,"constitution, may, polish, king, sejm, commonwealth, poland, government, stanisław, first"
,Constitutional_monarchy,Constitutional_monarchy,"constitutional, monarchy, monarchies, government, king, monarch, political, modern, absolute, power"
,Constructivism_(art),Constructivism_%28art%29,"constructivism, art, constructivist, constructivists, tatlin, rodchenko, designs, work, first, early"
,Consumer_protection,Consumer_protection,"consumer, protection, consumers, law, federal, european, laws, california, act, state"
,Contact_lens,Contact_lens,"lenses, contact, lens, eye, used, may, wear, vision, soft, rigid"
,Continent,Continent,"continent, continents, america, asia, europe, africa, land, australia, continental, world"
,Continental_crust,Continental_crust,"crust, continental, oceanic, earth, wikipedia, thickness, km, mountain, amount, related"
,Control_car_(rail),Control_car_%28rail%29,"control, car, cars, steuerwagen, cab, locomotive, train, used, german, locomotives"
,Convention_on_the_International_Trade_in_Endangered_Species_of_Wild_Flora_and_Fauna,Convention_on_the_International_Trade_in_Endangered_Species_of_Wild_Flora_and_Fauna,"species, cites, trade, parties, convention, party, secretariat, appendix, may, listed"
,Convention_on_the_Rights_of_the_Child,Convention_on_the_Rights_of_the_Child,"convention, child, rights, united, states, nations, children, crc, countries, ratified"
,Cook_Islands,Cook_Islands,"islands, cook, new, zealand, day, also, first, queen, free, rarotonga"
,Cookiecutter_shark,Cookiecutter_shark,"shark, cookiecutter, fish, wikipedia, sharks, isistius, brasiliensis, name, known, small"
,Cooperative,Cooperative,"co, cooperative, operative, members, cooperatives, operatives, may, social, housing, also"
,Coot,Coot,"fulica, coot, species, wikipedia, eurasian, birds, genus, americana, rails, see"
,Copenhagen,Copenhagen,"copenhagen, danish, city, denmark, also, region, københavn, population, known, area"
,Copenhagen_Fire_of_1728,Copenhagen_Fire_of_1728,"fire, copenhagen, lost, church, flames, kvarter, around, map, burned, midnight"
,Copper,Copper,"copper, cu, used, ii, metal, bronze, bc, found, k, electrical"
,Copper(I)_chloride,Copper%28I%29_chloride,"cucl, copper, chloride, aq, c, acid, ii, h, form, complexes"
,Coriander,Coriander,"coriander, leaves, seeds, used, also, dried, flavour, seed, name, g"
,Corinthian_War,Corinthian_War,"spartans, corinth, war, spartan, bc, sparta, fleet, peace, agesilaus, allies"
,Cormorant,Cormorant,"cormorant, phalacrocorax, shag, species, cormorants, bird, fish, birds, family, shags"
,Corn_oil,Corn_oil,"corn, oil, wikipedia, also, fatty, acid, source, biodiesel, hudnut, extracted"
,Cornea,Cornea,"cornea, corneal, also, eye, layer, stroma, anterior, refractive, collagen, epithelium"
,Cornell_University,Cornell_University,"cornell, university, college, new, students, campus, school, research, medical, york"
,Coronation_Street,Coronation_Street,"street, coronation, characters, programme, episodes, new, viewers, story, episode, show"
,Corporate_finance,Corporate_finance,"management, cash, finance, capital, investment, corporate, value, decisions, financing, risk"
,Corporation,Corporation,"corporation, corporations, corporate, law, limited, stock, many, business, company, profit"
,Corrosion,Corrosion,"corrosion, metal, surface, material, materials, high, conditions, form, temperature, often"
,Corundum,Corundum,"corundum, hardness, also, wikipedia, mineral, red, crystals, synthetic, aluminium, mohs"
,Cosmic_inflation,Cosmic_inflation,"inflation, universe, problem, scale, energy, theory, cosmic, models, big, called"
,Cosmic_microwave_background_radiation,Cosmic_microwave_background_radiation,"microwave, background, cosmic, universe, radiation, cmb, spectrum, temperature, photons, k"
,Costa_Rica,Costa_Rica,"costa, rica, central, country, also, american, independence, spanish, mi, enlarge"
,Costume_design,Costume_design,"costume, designer, designers, design, theatre, may, residential, production, work, designing"
,Cotopaxi,Cotopaxi,"cotopaxi, volcano, wikipedia, ecuador, seen, location, eruption, km, highest, active"
,Cotswolds,Cotswolds,"cotswolds, area, cotswold, south, cirencester, bath, aonb, gloucestershire, services, wikipedia"
,Cotton,Cotton,"cotton, india, used, british, fibre, plant, program, c, cloth, made"
,Coulomb's_law,Coulomb%27s_law,"force, charge, vec, law, r, coulomb, vector, electric, f, field"
,Country,Country,"country, state, states, nation, united, countries, kingdom, sovereign, political, also"
,Coupling_(railway),Coupling_%28railway%29,"coupler, coupling, janney, couplers, couplings, aar, cars, chain, use, link"
,Coventry,Coventry,"coventry, city, miles, centre, km, west, also, cathedral, one, midlands"
,Crab_Nebula,Crab_Nebula,"nebula, crab, star, supernova, x, pulsar, mass, first, ray, radiation"
,Crash_test_dummy,Crash_test_dummy,"test, crash, dummy, hybrid, dummies, data, human, vehicle, testing, research"
,Craters_of_the_Moon_National_Monument_and_Preserve,Craters_of_the_Moon_National_Monument_and_Preserve,"lava, craters, area, moon, monument, national, field, north, years, part"
